,track_name,album,artist,release_date,length,popularity,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,time_signature_x,genre,danceability_y,energy_y,key_y,loudness_y,mode_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,time_signature_y,predicted_genre,actual_genre
4,Sadnecessary,Sadnecessary,Milky Chance,2013-05-31,298000,51,0.757,0.542,9,-10.674000000000001,1,0.0775,0.7959999999999999,0.0196,0.265,0.466,107.988,4,Rock,0.757,0.542,9.0,-10.674000000000001,1.0,0.0775,0.7959999999999999,0.0196,0.265,0.466,107.988,4.0,1.0,1.0
7,Moving Men (feat. Mac DeMarco),Moving Men,Myd,2020-10-28,167786,30,0.815,0.6609999999999999,10,-8.208,1,0.0996,0.106,0.266,0.284,0.6990000000000001,124.991,3,Rock,0.815,0.6609999999999999,10.0,-8.208,1.0,0.0996,0.106,0.266,0.284,0.6990000000000001,124.991,3.0,4.0,1.0
18,Night Ride,City Club,The Growlers,2016-09-30,251374,0,0.613,0.7240000000000001,9,-4.798,0,0.0305,0.0136,0.0,0.12,0.626,110.07600000000001,4,Rock,0.613,0.7240000000000001,9.0,-4.798,0.0,0.0305,0.0136,0.0,0.12,0.626,110.07600000000001,4.0,1.0,1.0
31,Rocky,Rocky,Still Woozy,2021-02-19,166000,69,0.7340000000000001,0.518,11,-9.514,0,0.0813,0.556,0.00282,0.111,0.555,101.083,4,Rock,0.7340000000000001,0.518,11.0,-9.514,0.0,0.0813,0.556,0.00282,0.111,0.555,101.083,4.0,1.0,1.0
32,Espejismo,Espejismo,La Madre Tirana,2021-02-19,239146,23,0.635,0.7170000000000001,5,-6.023,1,0.0285,0.0241,0.00298,0.081,0.625,112.98700000000001,4,Rock,0.635,0.7170000000000001,5.0,-6.023,1.0,0.0285,0.0241,0.00298,0.081,0.625,112.98700000000001,4.0,1.0,1.0
36,Count To Five,Count To Five,Rhye,2017-12-08,208706,0,0.807,0.3339999999999999,4,-8.227,0,0.0542,0.637,0.0403,0.11,0.731,98.01,4,Rock,0.807,0.3339999999999999,4.0,-8.227,0.0,0.0542,0.637,0.0403,0.11,0.731,98.01,4.0,0.0,1.0
37,One Trick Ponies,Bottle It In,Kurt Vile,2018-10-12,321160,52,0.68,0.8420000000000001,9,-5.32,0,0.0258,0.14800000000000002,0.00283,0.125,0.7170000000000001,94.524,4,Rock,0.68,0.8420000000000001,9.0,-5.32,0.0,0.0258,0.14800000000000002,0.00283,0.125,0.7170000000000001,94.524,4.0,1.0,1.0
46,Catherine,Catherine,Box of Matches,2020-10-30,218000,22,0.713,0.5870000000000001,11,-11.401,0,0.0428,0.0144,0.0015,0.07,0.877,105.899,4,Rock,0.713,0.5870000000000001,11.0,-11.401,0.0,0.0428,0.0144,0.0015,0.07,0.877,105.899,4.0,1.0,1.0
48,Moment,Moment,Naked Next Door,2021-03-05,193758,20,0.452,0.848,3,-3.2430000000000003,1,0.0394,0.10300000000000001,0.0,0.344,0.442,83.03200000000002,4,Rock,0.452,0.848,3.0,-3.2430000000000003,1.0,0.0394,0.10300000000000001,0.0,0.344,0.442,83.03200000000002,4.0,3.0,1.0
54,Don't Be,Off the Edge,TK Collective,2021-03-19,198631,18,0.35700000000000004,0.672,11,-7.275,0,0.1689999999999999,0.171,0.0,0.0991,0.594,189.422,4,Rock,0.35700000000000004,0.672,11.0,-7.275,0.0,0.1689999999999999,0.171,0.0,0.0991,0.594,189.422,4.0,3.0,1.0
56,Breakfast for Dinner,Breakfast for Dinner,killkiyoshi,2021-03-03,282897,20,0.6809999999999999,0.7929999999999999,4,-6.098,1,0.0298,0.316,1.56e-05,0.278,0.601,106.995,4,Rock,0.6809999999999999,0.7929999999999999,4.0,-6.098,1.0,0.0298,0.316,1.56e-05,0.278,0.601,106.995,4.0,3.0,1.0
59,Criminal,Ghost(s),The Hollow Roots,2018-10-26,288600,4,0.382,0.721,9,-9.73,0,0.0388,0.0094,0.00618,0.085,0.513,175.088,4,Rock,0.382,0.721,9.0,-9.73,0.0,0.0388,0.0094,0.00618,0.085,0.513,175.088,4.0,1.0,1.0
71,You Can't Take Me Down,You Can't Take Me Down,Spiral Mischief,2020-02-28,178317,15,0.551,0.537,9,-8.868,1,0.0269,0.00013700000000000002,1.04e-06,0.0647,0.615,82.025,4,Rock,0.551,0.537,9.0,-8.868,1.0,0.0269,0.00013700000000000002,1.04e-06,0.0647,0.615,82.025,4.0,3.0,1.0
77,Hellbound,Hellbound,Bad Actress,2021-03-26,267713,24,0.32,0.872,8,-3.182,1,0.0513,0.0009880000000000002,5.8299999999999994e-05,0.284,0.313,136.08100000000002,4,Rock,0.32,0.872,8.0,-3.182,1.0,0.0513,0.0009880000000000002,5.8299999999999994e-05,0.284,0.313,136.08100000000002,4.0,1.0,1.0
85,Hate To Say I Told You So,Veni Vidi Vicious,The Hives,2000-09-12,200693,68,0.4589999999999999,0.9309999999999999,5,-5.024,1,0.0612,0.00126,0.00881,0.41200000000000003,0.419,135.826,4,Rock,0.4589999999999999,0.9309999999999999,5.0,-5.024,1.0,0.0612,0.00126,0.00881,0.41200000000000003,0.419,135.826,4.0,1.0,1.0
93,What You Know,Tourist History,Two Door Cinema Club,2010-02-07,189693,18,0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,4,Rock,0.55,0.753,6.0,-4.003,0.0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,4.0,1.0,1.0
98,Kids,Oracular Spectacular,MGMT,2007-12-14,302840,78,0.451,0.9309999999999999,9,-3.8710000000000004,1,0.0719,0.0007599999999999,0.0049,0.361,0.172,122.961,4,Rock,0.451,0.9309999999999999,9.0,-3.8710000000000004,1.0,0.0719,0.0007599999999999,0.0049,0.361,0.172,122.961,4.0,1.0,1.0
101,Helicopter,Silent Alarm (U.S. Version),Bloc Party,2005-03-22,220573,57,0.47,0.9520000000000001,11,-3.641,0,0.134,0.000139,0.00283,0.386,0.3979999999999999,170.058,4,Rock,0.47,0.9520000000000001,11.0,-3.641,0.0,0.134,0.000139,0.00283,0.386,0.3979999999999999,170.058,4.0,1.0,1.0
105,Whistle For The Choir,Costello Music,The Fratellis,2007-01-01,215853,48,0.599,0.691,4,-4.5710000000000015,1,0.0301,0.0489,0.0,0.0835,0.7290000000000001,131.578,4,Rock,0.599,0.691,4.0,-4.5710000000000015,1.0,0.0301,0.0489,0.0,0.0835,0.7290000000000001,131.578,4.0,3.0,1.0
121,America,Razorlight,Razorlight,2006-01-01,249760,66,0.447,0.568,2,-4.975,1,0.0305,0.295,3.26e-06,0.355,0.149,90.93299999999999,4,Rock,0.447,0.568,2.0,-4.975,1.0,0.0305,0.295,3.26e-06,0.355,0.149,90.93299999999999,4.0,1.0,1.0
123,Sofa Song,Inside In / Inside Out,The Kooks,2006-01-01,133253,36,0.425,0.9490000000000001,1,-3.8280000000000003,0,0.10400000000000001,0.0101,1.7899999999999998e-05,0.29600000000000004,0.718,80.331,4,Rock,0.425,0.9490000000000001,1.0,-3.8280000000000003,0.0,0.10400000000000001,0.0101,1.7899999999999998e-05,0.29600000000000004,0.718,80.331,4.0,1.0,1.0
129,Whistle For The Choir,Costello Music,The Fratellis,2006-01-01,215813,55,0.602,0.6970000000000001,4,-4.57,1,0.0321,0.0544,0.0,0.0848,0.726,131.623,4,Rock,0.602,0.6970000000000001,4.0,-4.57,1.0,0.0321,0.0544,0.0,0.0848,0.726,131.623,4.0,3.0,1.0
136,Munich,The Back Room,Editors,2005-07-25,226426,0,0.175,0.875,7,-4.383,0,0.0527,0.000551,0.0347,0.324,0.3939999999999999,149.366,4,Rock,0.175,0.875,7.0,-4.383,0.0,0.0527,0.000551,0.0347,0.324,0.3939999999999999,149.366,4.0,1.0,1.0
141,Flathead,Costello Music,The Fratellis,2006-01-01,197640,37,0.591,0.96,0,-3.898,1,0.17300000000000001,0.0109,0.0,0.297,0.265,105.12200000000001,4,Rock,0.591,0.96,0.0,-3.898,1.0,0.17300000000000001,0.0109,0.0,0.297,0.265,105.12200000000001,4.0,5.0,1.0
146,Live Forever - Remastered,Definitely Maybe (Remastered) [Deluxe Edition Remastered],Oasis,1994-08-29,276666,0,0.107,0.8340000000000001,9,-3.372,0,0.045,2.4e-05,1.62e-05,0.36,0.1889999999999999,86.446,4,Rock,0.107,0.8340000000000001,9.0,-3.372,0.0,0.045,2.4e-05,1.62e-05,0.36,0.1889999999999999,86.446,4.0,1.0,1.0
148,Snap Out Of It,AM,Arctic Monkeys,2013-09-09,193030,73,0.728,0.638,5,-6.455,0,0.0336,0.249,0.0,0.1159999999999999,0.872,130.014,4,Rock,0.728,0.638,5.0,-6.455,0.0,0.0336,0.249,0.0,0.1159999999999999,0.872,130.014,4.0,1.0,1.0
149,The Angry Mob,"Yours Truly, Angry Mob",Kaiser Chiefs,2007-01-01,286866,0,0.295,0.948,6,-2.9219999999999997,1,0.0552,0.00161,4.1700000000000004e-05,0.34,0.469,124.374,4,Rock,0.295,0.948,6.0,-2.9219999999999997,1.0,0.0552,0.00161,4.1700000000000004e-05,0.34,0.469,124.374,4.0,1.0,1.0
152,Knee Socks,AM,Arctic Monkeys,2013-09-09,257563,72,0.665,0.542,11,-8.323,0,0.033,0.12300000000000001,0.0029100000000000003,0.342,0.5870000000000001,97.975,4,Rock,0.665,0.542,11.0,-8.323,0.0,0.033,0.12300000000000001,0.0029100000000000003,0.342,0.5870000000000001,97.975,4.0,1.0,1.0
160,When You Were Young,Sam's Town,The Killers,2006-10-03,220426,0,0.467,0.988,11,-3.313,1,0.1119999999999999,0.000152,0.0484,0.28,0.321,130.435,4,Rock,0.467,0.988,11.0,-3.313,1.0,0.1119999999999999,0.000152,0.0484,0.28,0.321,130.435,4.0,1.0,1.0
161,When You Were Young - Mainstream,Sam's Town (France),The Killers,2006-01-01,220426,0,0.467,0.988,11,-3.313,1,0.1119999999999999,0.000152,0.0484,0.28,0.321,130.435,4,Rock,0.467,0.988,11.0,-3.313,1.0,0.1119999999999999,0.000152,0.0484,0.28,0.321,130.435,4.0,1.0,1.0
170,L.S.F.,Kasabian,Kasabian,2004-01-30,197600,57,0.613,0.7609999999999999,9,-7.468,1,0.0343,0.0069299999999999,0.000151,0.27,0.4429999999999999,105.274,4,Rock,0.613,0.7609999999999999,9.0,-7.468,1.0,0.0343,0.0069299999999999,0.000151,0.27,0.4429999999999999,105.274,4.0,1.0,1.0
171,Before I Fall To Pieces,Razorlight,Razorlight,2006-01-01,202133,54,0.501,0.831,2,-4.699,1,0.0597,0.00526,1.01e-06,0.1119999999999999,0.5760000000000001,114.365,4,Rock,0.501,0.831,2.0,-4.699,1.0,0.0597,0.00526,1.01e-06,0.1119999999999999,0.5760000000000001,114.365,4.0,1.0,1.0
178,Wonderwall,(What's the Story) Morning Glory?,Oasis,1995-10-02,258906,3,0.41200000000000003,0.8440000000000001,2,-5.6129999999999995,1,0.037000000000000005,0.00214,0.0,0.134,0.4589999999999999,174.452,4,Rock,0.41200000000000003,0.8440000000000001,2.0,-5.6129999999999995,1.0,0.037000000000000005,0.00214,0.0,0.134,0.4589999999999999,174.452,4.0,3.0,1.0
183,Karma Police,OK Computer,Radiohead,1997-05-21,264066,0,0.36,0.505,7,-9.129,1,0.026000000000000002,0.0626,9.22e-05,0.172,0.317,74.807,4,Rock,0.36,0.505,7.0,-9.129,1.0,0.026000000000000002,0.0626,9.22e-05,0.172,0.317,74.807,4.0,1.0,1.0
200,Local Boy,No Love Lost (Re-mastered),The Rifles,2015-06-01,171357,0,0.231,0.75,9,-3.1630000000000003,1,0.0407,0.000379,0.0003799999999999,0.10400000000000001,0.629,91.149,4,Rock,0.231,0.75,9.0,-3.1630000000000003,1.0,0.0407,0.000379,0.0003799999999999,0.10400000000000001,0.629,91.149,4.0,1.0,1.0
202,The Afternoon's Hat,My Propeller,Arctic Monkeys,2010-03-23,251000,0,0.44,0.8759999999999999,9,-5.814,0,0.0579,0.00673,0.00197,0.168,0.657,116.196,4,Rock,0.44,0.8759999999999999,9.0,-5.814,0.0,0.0579,0.00673,0.00197,0.168,0.657,116.196,4.0,1.0,1.0
203,Ways To Go - Alternative Version,Ways To Go,Weval,2017-10-03,251000,0,0.634,0.507,1,-13.923,1,0.0397,0.26,0.877,0.0758,0.212,119.00399999999999,4,electronic,0.44,0.8759999999999999,9.0,-5.814,0.0,0.0579,0.00673,0.00197,0.168,0.657,116.196,4.0,1.0,1.0
207,Don't Sit Down 'Cause I've Moved Your Chair,Suck It and See,Arctic Monkeys,2011-06-06,183506,59,0.434,0.912,9,-5.148,1,0.0451,0.0191,0.278,0.326,0.315,119.729,4,Rock,0.434,0.912,9.0,-5.148,1.0,0.0451,0.0191,0.278,0.326,0.315,119.729,4.0,1.0,1.0
208,In My Place,A Rush of Blood to the Head,Coldplay,2002-08-08,226680,70,0.424,0.588,9,-5.455,1,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,4,Rock,0.424,0.588,9.0,-5.455,1.0,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,4.0,3.0,1.0
216,Peau,Peau,Soul beach,2020-01-13,237253,16,0.731,0.696,9,-8.032,0,0.0779,0.0387,0.762,0.1369999999999999,0.295,76.985,4,Rock,0.731,0.696,9.0,-8.032,0.0,0.0779,0.0387,0.762,0.1369999999999999,0.295,76.985,4.0,0.0,1.0
218,Monster,Monster,The Automatic,2006-01-01,222440,0,0.542,0.898,4,-3.827,0,0.0312,0.000286,3.51e-06,0.142,0.617,141.487,4,Rock,0.542,0.898,4.0,-3.827,0.0,0.0312,0.000286,3.51e-06,0.142,0.617,141.487,4.0,1.0,1.0
225,Take Aim,West Ryder Pauper Lunatic Asylum,Kasabian,2009,323933,40,0.595,0.528,2,-8.462,1,0.0276,0.0189,0.000918,0.0534,0.233,106.03,4,Rock,0.595,0.528,2.0,-8.462,1.0,0.0276,0.0189,0.000918,0.0534,0.233,106.03,4.0,1.0,1.0
229,Teenage Kicks,The Anthology,The Undertones,1979,148480,60,0.415,0.782,2,-6.745,1,0.0461,0.0011,0.0,0.14,0.564,135.029,4,Rock,0.415,0.782,2.0,-6.745,1.0,0.0461,0.0011,0.0,0.14,0.564,135.029,4.0,1.0,1.0
235,Black Magic,The Amazons (Deluxe),The Amazons,2017-05-26,271560,54,0.375,0.777,10,-3.92,0,0.0407,6.51e-05,0.00186,0.153,0.48,114.96799999999999,4,Rock,0.375,0.777,10.0,-3.92,0.0,0.0407,6.51e-05,0.00186,0.153,0.48,114.96799999999999,4.0,1.0,1.0
238,Where Did All the Love Go?,West Ryder Pauper Lunatic Asylum,Kasabian,2009,258200,54,0.6559999999999999,0.833,1,-5.13,1,0.0304,0.00877,0.0126,0.3279999999999999,0.71,134.007,4,Rock,0.6559999999999999,0.833,1.0,-5.13,1.0,0.0304,0.00877,0.0126,0.3279999999999999,0.71,134.007,4.0,3.0,1.0
239,Same Jeans,Hats Off To The Buskers,The View,2007-01-20,213080,58,0.479,0.9670000000000001,0,-2.445,1,0.0431,0.0069700000000000005,0.0,0.217,0.7190000000000001,134.743,4,Rock,0.479,0.9670000000000001,0.0,-2.445,1.0,0.0431,0.0069700000000000005,0.0,0.217,0.7190000000000001,134.743,4.0,1.0,1.0
252,Figure It Out,Royal Blood,Royal Blood,2014-08-22,183602,67,0.6579999999999999,0.8140000000000001,0,-4.631,1,0.0558,0.2289999999999999,0.0067599999999999,0.21600000000000003,0.69,108.016,4,Rock,0.6579999999999999,0.8140000000000001,0.0,-4.631,1.0,0.0558,0.2289999999999999,0.0067599999999999,0.21600000000000003,0.69,108.016,4.0,1.0,1.0
256,Heatstroke in December,Heatstroke in December,Visit Neptune,2021-02-19,220021,7,0.5760000000000001,0.517,7,-9.488,1,0.0256,0.00774,0.000337,0.102,0.303,84.008,4,Rock,0.5760000000000001,0.517,7.0,-9.488,1.0,0.0256,0.00774,0.000337,0.102,0.303,84.008,4.0,3.0,1.0
259,Banquet,Silent Alarm,Bloc Party,2005-01-01,200400,57,0.591,0.9390000000000001,10,-4.9110000000000005,0,0.0533,0.000156,0.0111,0.0882,0.856,150.249,4,Rock,0.591,0.9390000000000001,10.0,-4.9110000000000005,0.0,0.0533,0.000156,0.0111,0.0882,0.856,150.249,4.0,1.0,1.0
268,Stay With Me,The Amazons,The Amazons,2017-05-26,194960,24,0.257,0.85,9,-3.4010000000000002,1,0.0484,0.000125,0.000171,0.0795,0.462,146.749,4,Rock,0.257,0.85,9.0,-3.4010000000000002,1.0,0.0484,0.000125,0.000171,0.0795,0.462,146.749,4.0,1.0,1.0
270,In Close Harmony,Luke Vibert's Nuggets 3,Luke Vibert,2013-10-14,109029,13,0.2,0.48200000000000004,8,-4.343,0,0.0323,0.7879999999999999,0.987,0.23,0.0797,90.055,1,Rock,0.2,0.48200000000000004,8.0,-4.343,0.0,0.0323,0.7879999999999999,0.987,0.23,0.0797,90.055,1.0,2.0,1.0
274,Surfin Away,Surf's Up,Vivian Girls,2009-04-21,121586,11,0.382,0.569,4,-4.934,0,0.033,0.777,0.00297,0.114,0.414,149.929,4,Rock,0.382,0.569,4.0,-4.934,0.0,0.033,0.777,0.00297,0.114,0.414,149.929,4.0,1.0,1.0
283,Cycles Of You,Call My Name,Joe Bataan,2005-02-01,268200,17,0.4429999999999999,0.758,10,-5.902,0,0.042,0.48,0.000131,0.0967,0.506,140.697,4,Rock,0.4429999999999999,0.758,10.0,-5.902,0.0,0.042,0.48,0.000131,0.0967,0.506,140.697,4.0,3.0,1.0
285,Class Historian,Just Enough Hip To Be Woman,BRONCHO,2014-09-16,212240,0,0.5710000000000001,0.975,6,-4.0969999999999995,1,0.0515,0.23,0.8,0.397,0.966,158.175,4,Rock,0.622,0.531,4.0,-13.229000000000001,1.0,0.0406,0.0405,1.17e-06,0.0915,0.737,128.084,4.0,1.0,1.0
286,All The Love,Play Deep,The Outfield,1985-04-07,212240,0,0.622,0.531,4,-13.229000000000001,1,0.0406,0.0405,1.17e-06,0.0915,0.737,128.084,4,Rock,0.622,0.531,4.0,-13.229000000000001,1.0,0.0406,0.0405,1.17e-06,0.0915,0.737,128.084,4.0,1.0,1.0
288,"Archie, Marry Me",Alvvays,Alvvays,2014-07-22,196560,61,0.27,0.83,7,-4.592,1,0.0741,0.0095599999999999,0.434,0.142,0.205,117.314,4,Rock,0.27,0.83,7.0,-4.592,1.0,0.0741,0.0095599999999999,0.434,0.142,0.205,117.314,4.0,1.0,1.0
290,Blue Flag,Back to Soft,Coke Weed,2013-07-22,323626,4,0.374,0.609,11,-5.096,0,0.0281,0.314,0.0011099999999999,0.142,0.35,105.15100000000001,4,Rock,0.374,0.609,11.0,-5.096,0.0,0.0281,0.314,0.0011099999999999,0.142,0.35,105.15100000000001,4.0,1.0,1.0
291,Seven Point Five,Allah-Las,Allah-Las,2012-09-18,167853,0,0.629,0.797,10,-6.641,0,0.0296,0.00105,0.136,0.102,0.871,120.361,4,Rock,0.848,0.823,1.0,-3.592,1.0,0.0492,0.0004799999999999,0.0002009999999999,0.0822,0.409,126.01,4.0,4.0,4.0
292,So Much Love - Radio Edit,So Much Love,Fedde Le Grand,2012-01-01,167853,0,0.848,0.823,1,-3.592,1,0.0492,0.0004799999999999,0.0002009999999999,0.0822,0.409,126.01,4,electronic,0.848,0.823,1.0,-3.592,1.0,0.0492,0.0004799999999999,0.0002009999999999,0.0822,0.409,126.01,4.0,4.0,4.0
294,To the South,Calendar,Motorama,2012-11-05,161448,38,0.41100000000000003,0.902,11,-6.117000000000001,0,0.0513,0.000277,0.8540000000000001,0.21100000000000002,0.7709999999999999,86.81200000000003,4,Rock,0.41100000000000003,0.902,11.0,-6.117000000000001,0.0,0.0513,0.000277,0.8540000000000001,0.21100000000000002,0.7709999999999999,86.81200000000003,4.0,1.0,1.0
302,Honey Face,Some Easy Magic,Fungi Girls,2011-08-09,177423,10,0.509,0.785,2,-10.832,1,0.036000000000000004,0.68,0.8490000000000001,0.128,0.879,91.131,4,Rock,0.509,0.785,2.0,-10.832,1.0,0.036000000000000004,0.68,0.8490000000000001,0.128,0.879,91.131,4.0,0.0,1.0
323,Three Blocks,Days,Real Estate,2011-10-18,198613,0,0.49200000000000005,0.64,9,-6.034,1,0.0291,0.0979,0.147,0.16,0.449,135.00799999999998,3,Rock,0.49200000000000005,0.64,9.0,-6.034,1.0,0.0291,0.0979,0.147,0.16,0.449,135.00799999999998,3.0,1.0,1.0
324,Kinder Blumen,Days,Real Estate,2011-10-18,235533,0,0.326,0.7170000000000001,0,-6.386,1,0.0273,0.17,0.15,0.0775,0.682,106.294,4,Rock,0.326,0.7170000000000001,0.0,-6.386,1.0,0.0273,0.17,0.15,0.0775,0.682,106.294,4.0,1.0,1.0
325,How We Do,The Documentary,The Game,2005,235533,0,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,4,hiphop,0.326,0.7170000000000001,0.0,-6.386,1.0,0.0273,0.17,0.15,0.0775,0.682,106.294,4.0,1.0,1.0
326,Busman's Holiday,Allah-Las,Allah-Las,2012-09-18,207582,0,0.465,0.872,9,-4.178,1,0.03,0.10800000000000001,0.141,0.171,0.628,131.907,4,Rock,0.465,0.872,9.0,-4.178,1.0,0.03,0.10800000000000001,0.141,0.171,0.628,131.907,4.0,1.0,1.0
328,Follow,Oshin,DIIV,2012-06-26,165840,38,0.364,0.8740000000000001,7,-5.273,0,0.0454,0.0409,0.878,0.326,0.624,142.908,4,Rock,0.364,0.8740000000000001,7.0,-5.273,0.0,0.0454,0.0409,0.878,0.326,0.624,142.908,4.0,1.0,1.0
329,Buffalo Nickel,Worship The Sun,Allah-Las,2014-09-16,166813,0,0.48700000000000004,0.799,9,-4.1160000000000005,1,0.0299,0.0326,0.7609999999999999,0.157,0.532,124.427,4,Rock,0.48700000000000004,0.799,9.0,-4.1160000000000005,1.0,0.0299,0.0326,0.7609999999999999,0.157,0.532,124.427,4.0,1.0,1.0
335,Detroit Baby,Habibi,Habibi,2014-01-28,141120,0,0.564,0.452,11,-10.677999999999999,0,0.0427,0.147,0.0,0.122,0.725,146.466,4,Rock,0.564,0.452,11.0,-10.677999999999999,0.0,0.0427,0.147,0.0,0.122,0.725,146.466,4.0,1.0,1.0
336,Summer Mood,Crazy For You,Best Coast,2010-07-27,145853,0,0.3829999999999999,0.779,2,-4.055,1,0.0451,0.0713,0.77,0.09300000000000001,0.493,122.46,4,Rock,0.3829999999999999,0.779,2.0,-4.055,1.0,0.0451,0.0713,0.77,0.09300000000000001,0.493,122.46,4.0,1.0,1.0
339,When The Sun Don't Shine,Crazy For You,Best Coast,2010-07-27,136400,0,0.258,0.866,2,-4.186,1,0.0444,0.309,0.7240000000000001,0.133,0.551,149.964,4,Rock,0.504,0.7140000000000001,3.0,-8.31,1.0,0.0681,0.758,0.0,0.153,0.736,126.59700000000001,4.0,1.0,1.0
340,When The Sun Don't Shine,Crazy For You,Best Coast,2010-07-27,136400,0,0.258,0.866,2,-4.186,1,0.0444,0.309,0.7240000000000001,0.133,0.551,149.964,4,Rock,0.258,0.866,2.0,-4.186,1.0,0.0444,0.309,0.7240000000000001,0.133,0.551,149.964,4.0,1.0,1.0
341,Voodoo Woman,Voodoo Dolls,Various Artists,2013-10-22,136400,0,0.504,0.7140000000000001,3,-8.31,1,0.0681,0.758,0.0,0.153,0.736,126.59700000000001,4,Rock,0.504,0.7140000000000001,3.0,-8.31,1.0,0.0681,0.758,0.0,0.153,0.736,126.59700000000001,4.0,1.0,1.0
342,Voodoo Woman,Voodoo Dolls,Various Artists,2013-10-22,136400,0,0.504,0.7140000000000001,3,-8.31,1,0.0681,0.758,0.0,0.153,0.736,126.59700000000001,4,Rock,0.258,0.866,2.0,-4.186,1.0,0.0444,0.309,0.7240000000000001,0.133,0.551,149.964,4.0,1.0,1.0
357,Orpheus Under the Influence,Buttertones,The Buttertones,2014-01-22,134080,59,0.36200000000000004,0.871,2,-6.546,1,0.0502,0.0365,0.000256,0.114,0.526,151.722,4,Rock,0.36200000000000004,0.871,2.0,-6.546,1.0,0.0502,0.0365,0.000256,0.114,0.526,151.722,4.0,1.0,1.0
361,Long Journey,Allah-Las,Allah-Las,2012-09-18,192470,0,0.617,0.884,4,-5.4289999999999985,0,0.0265,0.0352,0.00044500000000000003,0.0615,0.97,105.072,4,Rock,0.617,0.884,4.0,-5.4289999999999985,0.0,0.0265,0.0352,0.00044500000000000003,0.0615,0.97,105.072,4.0,1.0,1.0
362,I Love You 'cause (You Look Like Me),Laced With Romance,The Ponys,2004-03-02,155520,8,0.203,0.893,0,-4.848,1,0.0747,0.000395,3.39e-05,0.102,0.267,143.518,4,Rock,0.203,0.893,0.0,-4.848,1.0,0.0747,0.000395,3.39e-05,0.102,0.267,143.518,4.0,1.0,1.0
365,Artifact,Worship The Sun,Allah-Las,2014-09-16,213133,0,0.49700000000000005,0.7190000000000001,4,-5.898,0,0.0296,0.139,0.4629999999999999,0.138,0.628,121.78399999999999,4,Rock,0.49700000000000005,0.7190000000000001,4.0,-5.898,0.0,0.0296,0.139,0.4629999999999999,0.138,0.628,121.78399999999999,4.0,1.0,1.0
367,Break My Heart,Sees the Light,La Sera,2012-03-27,128706,0,0.387,0.956,4,-2.862,1,0.0733,0.109,0.431,0.188,0.3339999999999999,156.918,4,Rock,0.387,0.956,4.0,-2.862,1.0,0.0733,0.109,0.431,0.188,0.3339999999999999,156.918,4.0,1.0,1.0
384,These Shadows,Back to Land,Wooden Shjips,2013-11-12,325333,0,0.49200000000000005,0.638,2,-9.095,1,0.0295,0.434,0.9540000000000001,0.154,0.35700000000000004,108.156,4,Rock,0.49200000000000005,0.638,2.0,-9.095,1.0,0.0295,0.434,0.9540000000000001,0.154,0.35700000000000004,108.156,4.0,1.0,1.0
386,Night Vision,Ritual In Repeat (Deluxe),Tennis,2014-09-09,256386,29,0.524,0.603,6,-5.565,0,0.0256,0.0182,1.96e-06,0.1,0.373,81.015,4,Rock,0.524,0.603,6.0,-5.565,0.0,0.0256,0.0182,1.96e-06,0.1,0.373,81.015,4.0,1.0,1.0
390,dark corners,Antenna To The Afterworld,Sonny & The Sunsets,2013-06-11,306546,21,0.434,0.907,5,-4.338,0,0.0448,0.0137,0.588,0.2019999999999999,0.616,121.77,4,Rock,0.434,0.907,5.0,-4.338,0.0,0.0448,0.0137,0.588,0.2019999999999999,0.616,121.77,4.0,1.0,1.0
397,Sick Shit,Badillac,Together Pangea,2014-01-01,246946,0,0.2769999999999999,0.868,0,-4.4830000000000005,1,0.0822,3.28e-05,0.3389999999999999,0.0894,0.322,121.54799999999999,4,Rock,0.2769999999999999,0.868,0.0,-4.4830000000000005,1.0,0.0822,3.28e-05,0.3389999999999999,0.0894,0.322,121.54799999999999,4.0,1.0,1.0
399,Ozma,Dreams in the Rat House,Shannon & The Clams,2013-05-21,207546,0,0.48700000000000004,0.799,7,-5.9270000000000005,1,0.0408,0.0287,0.0001199999999999,0.166,0.8420000000000001,123.119,4,Rock,0.48700000000000004,0.799,7.0,-5.9270000000000005,1.0,0.0408,0.0287,0.0001199999999999,0.166,0.8420000000000001,123.119,4.0,1.0,1.0
400,Lake Superior,Lake Superior,The Arcs,2016-01-06,289486,52,0.51,0.816,2,-7.127000000000002,1,0.0484,0.0148,0.0574,0.115,0.618,110.124,4,Rock,0.51,0.816,2.0,-7.127000000000002,1.0,0.0484,0.0148,0.0574,0.115,0.618,110.124,4.0,1.0,1.0
